itemnumber,checkouts,biblionumber,itemcallnumber,author,title
294253,8,317840,LB2343.3 .N49 2005,"Newport, Cal",How to win at college :
294584,8,318161,PN1997 .H344 2007,,Halloween
294968,8,318550,PZ7.P448558 Rai 1992,"Pfister, Marcus",The rainbow fish /
295294,8,318845,PN1992.77 .B54327 2014,,The big bang theory
295535,8,329931,PN1997 .Z62 2008,,Zodiac
295752,8,330273,PR9619.4.M67 B54 2014,"Moriarty, Liane",Big little lies /
296192,8,330741,PZ73 .O7553 2008,"Osborne, Mary Pope",Esta noche en el Titanic /
296673,8,331263,PN1997 .I533 2015,,Inherent vice
296961,8,331550,PN1997 .S834 2015,,Still Alice
297203,8,342421,PN1995.9.F673 G7 1999,,La grande illusion
297838,8,343145,PN1997 .B3223 2015,,The babadook
298683,8,347196,QL785 .S14 2015,"Safina, Carl,",Beyond words :
299157,8,347364,Pers Copy X 300 C.2,,Adolescence and Delinquency.
299272,8,347405,PN1997 .R66 2016,,Room
299904,8,347765,Pers Copy X 302,,"Bell - ""Gallinipers & Glory"""
300542,8,348153,PM3055 .M47 2005,,Mesoamerican voices :
301507,8,348577,PN1997 .H6835 2016,,How to be single
301803,8,348732,DF130 .P44 2012,"Pedley, John Griffiths",Greek art and archaeology /
302017,8,317818,PN1997 .D397 2003,,The day the earth stood still
302066,8,348868,Pers Copy B 607,,Classroom Instruction that Works./MARZANO PICKERING & pOLLOCK
303531,8,349840,PN1997 .S455 2017,,The secret life of pets
304548,8,350444,PN1997 .T764 2017,,Trolls
306065,8,352020,PN2287.H26 A3 2017,"Hart, Kevin,",I can't make this up :
311097,8,363560,Pers Copy B 150,,"Everybody Lies - Big Data, New Data... / STEPHENS DAVIDOWITZ"
311415,8,363839,PN1997 .O2325 2018,,Ocean's 8
312589,8,364548,Pers Copy X 151,,WEINBERG/ Appendix: The End of Ranke's History
316288,8,367114,Pers Copy B 2043,,"Children's Literature, Briefly"
10,7,7,J TANG TAN T 30,,Tangents 1973-1983
11,7,7,J TANG TAN T 30,,Tangents 1973-1983
32968,7,25815,PR6039.O32 L6,"Tolkien, J. R. R.",The lord of the rings.
36974,7,29228,MJ CLAR LL C 12,"Clark, Sonny",Leapin' and lopin'
37731,7,29800,NK4648 .B62 1974,"Boardman, John,",Athenian black figure vases.
44051,7,348766,PR1924 .C77 1998,,Critical essays on Geoffrey Chaucer /
55820,7,39668,NK4645 .B549 1998,"Boardman, John,",Early Greek vase painting :
148570,7,93859,PS1292.C33 P47 1999,"Chbosky, Stephen",The perks of being a wallflower /
161614,7,103989,PN1997 .A7736d 2000,,Frank Capra's Arsenic and old lace
214190,7,142799,NB180 .W55 1995,"Williamson, Paul,","Gothic sculpture, 1140-1300 /"
235833,7,158030,PN1997 .T8673 2001,,2001
246166,7,164099,PN1997 .S69 2002,,Spider-Man
247575,7,164784,PN1997 .A4472 2001,,Akira
249269,7,166014,RC451.4.W6 C47 1997,"Chesler, Phyllis",Women and madness /
250990,7,167384,PN1997 .H3665 1996,,Happy Gilmore
253022,7,168994,PZ7.T3716 El 1995,"Thompson, Kay,",Kay Thompson's Eloise :
253666,7,169595,LA212 .S3528 2002,,"School, the story of American public education"
254587,7,170307,ML196 .R45 2003,"Reynolds, Christopher A.",Motives for allusion :
257842,7,173407,PZ7.W65535 Don 2003,"Willems, Mo",Don't let the pigeon drive the bus /
258293,7,173799,Pers Copy B 701,"Readence, Bean & Baldwin. ",Content Area Literacy.
259186,7,174524,MA BANG DL B 39,,Different light
261160,7,176149,PN1997 .G377 1998,,Gattaca
261333,7,176218,PZ7.P38448 Ki 1993,"Penn, Audrey,",The Kissing hand /
261421,7,176305,PZ8.3.M418 Br 1992,"Martin, Bill,","Brown bear, brown bear, what do you see? /"
264114,7,178612,ND1500 .S336 1999,"Schmid, Richard,",Alla prima :
265417,7,179624,PN1997 .R467 2006,,Rent
265471,7,179676,PN1997 .W3447 2006,,Wallace & Gromit
265981,7,180055,PN1997 .J4787 2004,,Jesus Christ superstar
266733,7,180716,V KEAT ENHT K 04,"Keating, Thomas",The eternal now and how to be there!
266856,7,180840,PN1997 .D623 2005,,Dodgeball
267102,7,181065,PN1997 .H5723 2005,,The hitchhiker's guide to the galaxy
267556,7,181488,MT62 .H46 2006,"Hepokoski, James A.",Elements of sonata theory :
267814,7,181726,F1411 .C67 2006,,Conquistadors
268044,7,181882,PN1997 .D3846 2006,,The Da Vinci Code
268916,7,182661,PZ8.3.D498 Ll 2005,"Dewdney, Anna","Llama, llama red pajama /"
268932,7,182677,PZ7.C21665 Sm 2002,"Carlson, Nancy L.",Smile a lot! /
268981,7,182726,PZ7.S87785 Mo 2004,"Stone, Jon.",The monster at the end of this book /
270007,7,183535,PN1997 .F693 2006,,The fox and the hound
271107,7,184255,PN1997 .S473 2005,,Serenity
271700,7,184752,RC553.A88 R635 2007,"Robison, John Elder.",Look me in the eye :
273683,7,186523,PN1997 .J387 2005,,Jaws
273924,7,186738,PN1997 .G6638 2004,,Gone with the wind
274897,7,187646,PN1997 .Y6863 2006,,Young Frankenstein
274952,7,187688,PN1997 .F52 2006,,Fiddler on the roof
275446,7,188046,PN1997 .B3295 2008,,Baby mama
275805,7,188351,PN1995.9.F6723 H83 2002,,Hua yang nian hua
275821,7,188367,F574.A52 M35 2009,"McMacken, David",Alma.
275957,7,188502,PN1997 .M856 2008,,The mummy.
276383,7,188828,PN1992.77 .P79 2007,,Psych.
280250,7,192257,PN1997 .L831 2004,,Love actually
280641,7,192521,PN1995.9.F6735  .B743 1998,"Huntley, Chet,",Die Brücke
280651,7,192526,PN1997 .Z65 2010,,Zombieland
281574,7,193386,PN1997 .W537 2010,,Where the wild things are
281805,7,193568,PZ7.R4829 Lig 2005,"Riordan, Rick     ",The lightning thief /
283278,7,194915,MA YES YA Y 79,,The Yes album
283280,7,194917,PN1997 .R826 2010,,Rudolph the red-nosed reindeer
283559,7,195181,PN1995.9.F673 B536 2008,,Bienvenue chez les Ch'tis
283637,7,195249,RJ240 .O38 2011,"Offit, Paul A.",Deadly choices :
284828,7,196326,N6370 .H26 1995,"Harbison, Craig",The mirror of the artist :
285217,7,196648,PS3563.A7239 G36 1996,"Martin, George R. R.",A game of thrones /
285929,7,197420,PN1995.9.F673 C46 2005,,The chorus
287461,7,200681,BL625.9.S53 W37 2012,"Ware, Bronnie.",The top five regrets of the dying :
287869,7,201399,RC925.7 .M356 2010,"McKinnis, Lynn N.,",Fundamentals of musculoskeletal imaging /
289040,7,202507,PN1997 .R8742 2007,,Rush hour 2
289725,7,203099,PN1992.77 .D686 2011,,Downton Abbey
289880,7,203336,PN1995.9.F677 E93 2012,,Even the rain
290694,7,204234,PN1992.77 .C35 2012,,Call the midwife :
291569,7,206612,PN1997 .G73253 2013,,The great Gatsby
291656,7,206691,PC4129.E5 S72 2013,"Spinelli, Emily",Interacciones /
292550,7,207965,PN1997 .T467 2010,,10 things I hate about you
293035,7,316285,PN1997 .H36 2012,,Hannah Arendt
293151,7,316535,PN1997 .G728 2014,,Gravity /
293268,7,316854,PN1997 .B665 2014,,The book thief
293519,7,317103,PN1997 .F6674 2013,,Footloose
293527,7,317110,PN1997 H6776 2008,,Horton hears a Who
293955,7,317540,PN1997 .T342 2009,,Taken
294156,7,317743,PN1997 .M677 2013,,The mortal instruments
294323,7,317910,PN1997 .L436 2014,,The Lego movie
294523,7,318101,PN1997 .G566 2006,,Ghostbusters
294524,7,318102,PN1997 .G574 2000,,"Girl, interrupted"
294659,7,318238,HQ1421 .G39 2014,"Gay, Roxane.",Bad feminist :
295241,7,318805,PN1997 .A564 2003,,Annie
295399,7,319054,Pers Copy B 457,"Asher, Jay.",Thirteen Reasons Why.
295931,7,330458,PN1997 .G661 2015,,Gone girl
295942,7,330469,PN1992.77 .H54 2006,,High school musical
296089,7,330637,PN1997 .F877 2015,,Fury
296122,7,330670,PN1997 .P672 2005,,Porco Rosso
296176,7,330725,PZ73 .O746 2002,"Osborne, Mary Pope",Dinosaurios al atardecer /
296189,7,330738,PZ73 .O7453 2007,"Osborne, Mary Pope",El día del Rey Dragón /
296559,7,331162,PN1997 .W454 2015,,Whiplash
296965,7,331554,BF637.S4 S258 2014,"Sakugawa, Yumi.",Your illustrated guide to becoming one with the universe /
297403,7,342620,PN1997 .M353 2015,,"McFarland, USA"
297730,7,343022,PN1997 .S481 2004,,Se7en
298395,7,347011,Pers Copy X 311 c.2,,"Reynolds ""The Ultra Secret & Churchill's War Memoirs"""
298592,7,347154,Q173 .M964 2015,"Munroe, Randall,",Thing explainer :
298754,7,347209,Pers Copy X 298,,Complex Trauma in Children and Adolescents.
300163,7,347936,PN1997 .R483 2016,,The revenant
301126,7,348458,N5300 .A65 2011,,Art of the Western world
301372,7,348521,PZ7.C2685 Sel 2013,"Cass, Kiera",The Selection /
301433,7,105719,Per Z 1219 .N4,,The New York review of books.
302069,7,348870,Pers Copy B 606,,Elementary Social Studies: A Practical Guide /Chapin.
302864,7,186205,PN1997 J86 2008,,Juno
303169,7,349570,PS3611.E452 L55 2016,"Kelly, Martha Hall,",Lilac girls :
303221,7,349589,PS3566.I372 S63 2016,"Picoult, Jodi,",Small great things :
303652,7,349863,E185.615 .I778 2014,"Irving, Debby.",Waking up white :
303928,7,350071,BJ1589 .M259 2016,"Manson, Mark,",The subtle art of not giving a fu*k :
304006,7,350189,PN1997 .I532 2017,,Inferno
304218,7,350280,PS3555.L62 I428 2014,"Ellison, Harlan",I have no mouth & I must scream /
305229,7,351570,PT9877.12.A32 B5513 2017,"Backman, Fredrik,",Beartown :
308389,7,361412,KK270.7.R65 T75 2017,,The trial of Tempel Anneke :
309115,7,362206,PN1997 .S524 2018,,The shape of water
309397,7,362403,PN1997 .M871 2017,,Murder on the Orient Express
310051,7,362882,PS3603.L472 W48 2017,"Clemmons, Zinzi,",What we lose :
311216,7,363616,Pers Copy X 328,,Essential Statistics - Chap. One - TIIOLA
311643,7,363947,Pers Copy B 959,,Insider's Guide to Graduate Programs in Clinical and Counseling Psychology. / SAYETTE & NORCROSS
311872,7,364064,PS3603.A746 A46 2007,"Cariani, John","Almost, Maine /"
311931,7,364103,PN1997 .B661 2018,,Book club /
312016,7,364186,PN1997 .I5272 2018,,Incredibles 2
313065,7,365047,PN1997 .G735 2019,,Green book
313110,7,365056,PN1997 .B633 2019,,Bohemian rhapsody
314056,7,365847,Pers Copy X 98,,"NATRASS/ ""Aids and the Scientific Governance..."""
315181,7,366647,MT920 .F44 2011,,First steps in music
315499,7,366793,Pers Copy B 2002,,Principles of Psychology
315595,7,366868,PN1997 .R63 2019,,Rocketman
316236,7,367080,Pers Copy B 2032,,"Accounting Tools for Business Decision Making, 6th edition"
8,6,7,J TANG TAN T 30,,Tangents 1973-1983
9,6,7,J TANG TAN T 30,,Tangents 1973-1983
8903,6,6696,BL781 .G65,"Graves, Robert,",The Greek myths.
31733,6,25334,DS796.N2 C44 1997,"Chang, Iris",The rape of Nanking :
31809,6,25390,RC464.K36 A3 1994,"Kaysen, Susanna,","Girl, interrupted /"
63546,6,45597,PR6029 .R8 1997,"Orwell, George,",The complete works of George Orwell /
64410,6,46256,QA29.N25 N37 1998,"Nasar, Sylvia",A beautiful mind :
132475,6,81712,PS3561.U778 A85 1993,"Kushner, Tony",Angels in America :
132476,6,81712,PS3561.U778 A85 1993,"Kushner, Tony",Angels in America :
151858,6,96227,D754.S7 H3,"Hayes, Carlton Joseph Huntley,","Wartime mission in Spain, 1942-1945,"
162125,6,104431,DP270 .F37,"Feis, Herbert,",The Spanish story;
212143,6,141401,N6843 .M5613 2000,"Minne-Sève, Viviane",Romanesque and gothic France :
237923,6,159894,MA SIMO HOT S 22,"Simon, Carly.",Hotcakes
243018,6,161254,PR878.S44 W96 2001,"Wynne, Deborah,",The sensation novel and the Victorian family magazine /
244782,6,162872,PZ7.S6795 Bad 1999,"Snicket, Lemony.",The bad beginning /
245487,6,163487,PN1997 .H664 2000,,Hook
248237,6,165037,MA COST AF C 90,"Costello, Elvis",Armed forces
249210,6,165716,PZ7.C21476 Ve,"Carle, Eric",The very hungry caterpillar /
249214,6,165720,PZ8.3.G276 Oo 1988,"Seuss,","One fish, two fish, red fish, blue fish /"
250621,6,167123,PN1997 .C3724 2003,,Catch me if you can
253665,6,169595,LA212 .S3528 2002,,"School, the story of American public education"
255050,6,170757,PN1997 .L677 2003,,Lost in translation
256732,6,172318,MA ALLM ABBF A 02,,The Allman Brothers Band at Fillmore East
257331,6,172906,PN1997 .R4535 2001,,Remember the Titans
257387,6,172964,BT121.2 .G72 2004,"Green, Michael,",I believe in the Holy Spirit /
258831,6,174263,PN1997 .N677 2004,,North by northwest
258949,6,174373,MA PURE BPPL P 62,,Best of Pure Prairie League
262910,6,177582,QE861.3 .S33 2005,"Sabuda, Robert",Dinosaurs :
263219,6,177820,PN1997 .N37 2005,,National treasure
263736,6,178279,PN1997 .A54524 2003,,National Lampoon's Animal house
263762,6,178305,PZ8.S228 W55 2005,"Sabuda, Robert",Winter's tale :
264192,6,178682,PN1997 .K5634 2005,,King Kong
265752,6,179856,PN1997 .F6779 2005,,The 40-year-old virgin
267053,6,181021,PN1997 .G6628 1997a,,Good Will Hunting
267468,6,181398,PS3551.L453 T7 2002,"Allison, Dorothy",Trash :
268456,6,182255,PN1997 .D63867 2006,,Dr Seuss' How the Grinch stole Christmas!
268918,6,182663,PZ7.F1865 Olm 2006,"Falconer, Ian,",Olivia forms a band /
268959,6,182704,PZ7.W6668 Li 1986,"Williams, Linda,",The little old lady who was not afraid of anything /
268964,6,182709,PZ7.B7685 Fi 1986,"Brinckloe, Julie.",Fireflies! :
269013,6,182753,PZ7.B381798 Em 2002,"Bedard, Michael,",Emily /
269039,6,182779,PZ8.3.G276 Lo,"Seuss,","The Lorax,"
270369,6,183834,PN1997 .V477 1999,,Vertigo
270647,6,184085,PN1997 .I362 2007,,Idiocracy
271109,6,184257,PN1995.9.F6735 L5847 2007,,Das leben der Anderen
271778,6,184829,PN1997 .T7357 2007,,Transformers
271993,6,185039,V GREA GCB G 07,,The Great chain of being :
272979,6,185893,PZ7.L58765 Dav 1999,"Lewis, Paul Owen",Davy's dream /
273179,6,186067,PN1997 .S5287 2007,,The Shawshank redemption
273328,6,186181,MA BAND BAND B 28,,The Band
273597,6,186438,PN1997 .E3827 2005,,Edward Scissorhands
273888,6,186702,PN1997 .I52426 2008,,Indiana Jones and the Last Crusade
273917,6,186731,PN1997 .A4468 2007,,All quiet on the western front
274546,6,187333,PN1995.9.F6735 F35 2008,,Die Fälscher
275013,6,187728,PN1997 .C64842 2005,,Clueless
275141,6,187856,PN1997 .S93363 2008,,Sweeney Todd
275145,6,187860,PN1997 .T837 2000,,Tuesdays with Morrie
276464,6,188909,HQ29 .V338 2009,"Valenti, Jessica.",The purity myth :
277758,6,190089,BF637.S4 P58 2003,"Plotkin, Bill,",Soulcraft :
277780,6,190111,PN1995.9.F6735 F86 2006,,Funny games
277919,6,190202,PN1997 .S4838 2009,,Seven pounds
278020,6,190302,PN145 .G64 2005,"Goldberg, Natalie.",Writing down the bones :
278368,6,190550,HM478 .P36 2007,"Pampel, Fred C.",Sociological lives and ideas :
278487,6,190668,BD450 .V256 2008,"Vanier, Jean,",Becoming human /
278552,6,190713,PZ8.3.H7848 Ug 2005,"Horowitz, Dave,",The ugly pumpkin /
279101,6,191256,PN1992.77 .P793 2009,,Psych.
279393,6,191490,PN1997 .A5333 2009,,Angels & demons
279399,6,191495,P96.S25 C68 2009,"Cotter, Bobb","A history of the Doc Savage adventures in pulps, paperbacks, comics, fanzines, radio and film /"
279791,6,191808,PN1997 .H447 2004,,Helter skelter
280639,6,192518,PN1995.9.F6735 S316 2005,,Das Schreckliche Mädchen
280781,6,192624,PN1992.77 .B532 2008,,The big bang theory.
280958,6,192785,PN1997 .B546 2010,,The blind side
281371,6,193187,PN1997 .B529 2004,,Blazing saddles
281654,6,193456,U21.2 .H357 2008,"Harari, Yuval N.",The ultimate experience :
282113,6,193874,PN6101 .P64 2010,,Poetry speaks who I am /
282302,6,194026,PN1997 .A4742 2010,,The African Queen
282377,6,194102,PT8951.29.T3 S5713 2004,"Staalesen, Gunnar,",The writing on the wall /
282985,6,194646,PN1992.77 .S5372 2010,,Sherlock.
283407,6,195045,PN1997 .T534 2003,,Thelma & Louise
283801,6,195380,PN1997 .C372 2010,,Casablanca
284014,6,195578,PN1997 .M77 2007,,Mrs. Doubtfire
284455,6,196004,PN1997 .G5224 2003,,Gladiator
284666,6,196171,PN4390 .B43 2007,"Bellinger, Cindy.",Journaling for women :
284820,6,196319,N6280 .P48 1995,"Petzold, Andreas",Romanesque art /
285248,6,196680,PN1997 .B5773 2002,,The birth of a nation
285587,6,197011,D754.S7 T4,"Templewood, Samuel John Gurney Hoare,","Ambassador on special mission,"
285590,6,197014,DA566.9.C638 A3 2005,"Cooper, Duff,","The Duff Cooper diaries, 1915-1951 /"
285731,6,197226,PN1997 .J3632 2011,,Jane Eyre
286216,6,197681,PN1997 .T379 2005,,Tarzan
286390,6,197837,BF441 .K238 2011,"Kahneman, Daniel,","Thinking, fast and slow /"
286589,6,198033,BS2615.53 .W75 2004,"Wright, N. T.",John for everyone /
287528,6,200940,PN1997 .D3746 2005,,Donnie Darko
287947,6,201471,PZ7.G8233 Fa 2012,"Green, John,",The fault in our stars /
288880,6,202349,PN1997 .M36 2007,,A Man for all seasons
289041,6,202508,PN1997 .R874 2007,,Rush hour
289162,6,202627,PN1992.77 .B5325 2011,,The Big bang theory :
289317,6,202787,PN1997 .R465 2009,,Repo!
289827,6,203242,PZ73 .C37 1994,"Carle, Eric",La oruga muy hambrienta /
290483,6,203896,PC2129.E5 T53 2013,"Thompson, Chantal P",Mais oui! :
291555,6,206599,PZ7.C5265 Cit 2007,"Clare, Cassandra",City of bones /
292365,6,207457,PN1997 C37743 2001,,Carrie
292831,6,316071,PN1997 .W463 2013,,We're the Millers
293041,6,316298,LD131.A62 B45 2014,"Beld, Gordon,",A history of Alma College :
293195,6,316574,PN1997 .T934 2014,,12 years a slave
293243,6,316833,PR4825.J3 T47 2009,"Jerome, Jerome K.",Three men in a boat :
294444,6,318031,PN1997 .R561 2011,,Rio
294445,6,318032,PN1997 .R562 2014,,Rio 2
294590,6,318167,PN1997 .G768 2008,,Groundhog Day
294788,6,318371,PN1997 .I752 2010,,Iron Man 2
294792,6,318375,GV1786.T36 P563 2012,,Pina
295030,6,318619,E99.K84 M44 2014,,Gwich'in women speak: the sacred place where life begins
295635,6,330157,LC4717.8 .A986 2009,,Autism in the classroom
295657,6,330179,HV7436 .G8765 2014,,Gun violence and public life /
296083,6,330631,LC4091 .T44 2010,,Teaching with poverty in mind.
296091,6,330639,PN1992.77 .D6965 2015,,Downton Abbey
296120,6,330668,PN1997 .D724 2014,,Dracula untold
296181,6,330730,PZ73 .O745 2004,"Osborne, Mary Pope",Una tarde en el Amazonas /
296183,6,330732,PZ73 .O7478 2004,"Osborne, Mary Pope",Medianoche en la luna /
296191,6,330740,PZ73 .O7468 2007,"Osborne, Mary Pope",La hora de los Juegos Olimpicos /
296296,6,330892,PN1997 .F692 2015,,Foxcatcher
296382,6,330979,HM511 .C664 2015,"Conley, Dalton,",You may ask yourself :
296419,6,331016,HG179 .R3149 2011,"Ramsey, Dave",Dave Ramsey's complete guide to money :
296508,6,331111,PN1997 .I446 2015,,The imitation game
296510,6,331113,PN1997 .W541 2015,,Wild
297143,6,342362,ZA3075 .I5328 2013,,Information literacy and social justice :
297376,6,342597,PT9877.22.A44 D4813 2015,"Lagercrantz, David",The girl in the spider's web :
297379,6,342600,PN1995.9.F6735 B322 2010,,The Baader Meinhof complex
297691,6,342982,PZ7.F7844 Is 2013,"Fosberry, Jennifer","Isabella, star of the story /"
297737,6,343029,PN1997 .W651 2012,,The woman in black
298398,6,347012,Pers Copy X 312,,"Detlef Junker ""Hitler's Perception of Franklin D. Roosevelt & the U.S. of A."
298651,6,347173,PN1995.9.F673 D397 2007,,Days of glory
299580,6,347554,PN1997 .M3772 2013,,The master
299584,6,347550,PN1997 .P426 2016,,The Peanuts movie
300572,6,348123,LC1011 .R63 2010,"Roche, Mark William",Why choose the liberal arts? /
300704,6,348243,ML50.M6733 H3 2016,"Miranda, Lin-Manuel,",Hamilton :
300961,6,348316,BF637.S8 D693 2016,"Duckworth, Angela,",Grit :
301034,6,105719,Per Z 1219 .N4,,The New York review of books.
301460,6,348546,PR6120.H67 Cchi 2016,"Rowling, J. K",Harry Potter and the cursed child :
301482,6,208636,PN1997 .F5733 2006,,The fisher king
302425,6,105719,Per Z 1219 .N4,,The New York review of books.
302591,6,349105,PR9199.4.K377 A6 2015,"Kaur, Rupi,",Milk and honey /
302643,6,349167,BF1472.U6 D53 2016,"Dickey, Colin,",Ghostland :
302760,6,105719,Per Z 1219 .N4,,The New York review of books.
302861,6,349275,Pers Copy X 305,,"Trauma, Stress, and the Biology of Addiction."
303226,6,349584,PN1997 .S574 2001,,Sister act
303762,6,349911,BJ301 .S564 2016,"Singer, Peter,",Ethics in the real world :
304541,6,350439,PN1997 .M556 2017,,Moonlight /
304543,6,350438,PN1997 .H584 2004,,Howl's moving castle
304544,6,350441,PN1997 .N627 2017,,Nocturnal animals
305367,6,351600,PN1997 .S553 2017,,Sing
305385,6,351605,PN1997 .M954 2017,,My life as a zucchini /
305665,6,351823,LC192.2 .B47 2016,"Berila, Beth.",Integrating mindfulness into anti-oppression pedagogy :
306455,6,352134,external drive,,External drive
306784,6,105719,Per Z 1219 .N4,,The New York review of books.
