itemnumber,checkouts,biblionumber,itemcallnumber,author,title
303235,2,349575,QC20.7.G76 Z44 2016,"Zee, A.",Group theory in a nutshell for physicists /
303256,2,171023,PS615 .B4742,,The best American poetry.
303265,2,349647,D726.5 .R43 2014,,Rethinking fascism and dictatorship in Europe /
303275,2,349637,PN1101 .M26 2014,,Making poetry happen :
303485,2,349802,ML3561.J3 D322 2001,"Dance, Stanley.",The World of swing :
303533,2,349842,PN1997 .F555 2016,,Florence Foster Jenkins /
303649,2,349866,HF5548.32 .K566 2016,"Kingsnorth, Simon,",Digital marketing strategy :
303665,2,349849,HF5438.25 .H8656 2016,"Hughes, Tim,",Social selling :
303701,2,349890,Pers Copy B 344,,Mujeres de hoy
303759,2,349913,PT8952.18.O386 S26 2016,"Holt, Anne,",Beyond the truth :
303781,2,349966,PR9199.3.M65 R843 2016,"Morrell, David,",Ruler of the night /
303813,2,349991,F586.2 .C73 2016,"Cramer, Katherine J.",The politics of resentment :
303833,2,166459,PN1997.E821 2002,,Escanaba in da moonlight
303851,2,350027,PN1997 .B464 2016,,Ben-Hur
303854,2,350024,PN1997 .N523 2016,,The nice guys /
303867,2,350011,PN1997 .C623 2004,,Code 46
303868,2,350010,PN1997 .S325 2014,,Scanners
303884,2,350058,HM821 .M555 2016,"Milanović, Branko.",Global inequality :
303890,2,350052,HQ767 .C253 2015,"Camosy, Charles Christopher.",Beyond the abortion wars :
303925,2,350074,QC24.5 .R68313 2016,"Rovelli, Carlo,",Seven brief lessons on physics /
303930,2,350069,PS3607.Y37 H66 2016,"Gyasi, Yaa,",Homegoing /
303964,2,350114,E377.2 .T48 2016b,"Thomas, Louisa,",Louisa :
303969,2,350109,PS3613.B84 B45 2016,"Mbue, Imbolo,",Behold the dreamers :
303982,2,350095,QC903 .M368 2015,"Marshall, George",Don't even think about it :
304046,2,350205,QP601 .S45,"Segel, Irwin H.,",Enzyme kinetics :
304051,2,350200,PR6113.C84 G66 2015,"McVeigh, Paul,",The good son /
304053,2,350198,PZ7.C2685133 He 2015,"Cass, Kiera",The heir /
304057,2,350228,PZ7.1.T874 St 2016,"Turk, Evan,",The storyteller /
304067,2,350218,PZ8.3.W5668 Bu 2004,"Wheeler, Lisa,","Bubble gum, bubble gum /"
304068,2,350217,PZ7.P3856 Pax 2016,"Pennypacker, Sara,",Pax /
304069,2,350216,PZ7.7.T45 Gh 2016,"Telgemeier, Raina,",Ghosts /
304122,2,350253,HB195 .C28 2016,"Cappella Zielinski, Rosella,",How states pay for wars /
304124,2,350251,GN635.I65 S73 2009,"Stasch, Rupert",Society of others :
304193,2,350305,PS3619.W44253 N47 2016,"Sweeney, Cynthia D'Aprix,",The nest /
304220,2,350278,MT85 .G5 2017,"Gibson, Mark,",The beat stops here :
304263,2,350324,PR6053.A73 B54 2015,"Carter, Angela,",The bloody chamber and other stories /
304289,2,350336,D804.66.Z33 A25 2008,"Ackerman, Diane,",The zookeeper's wife :
304343,2,350338,RM237.65 .C67 2010,"Cordain, Loren,",The Paleo diet :
304344,2,350339,RM237.65 .P35 2013,"Chatham, John.",Paleo for beginners :
304347,2,350341,BT83.59 .I58 2016,"Blanton, Ward.",An insurrectionist manifesto :
304352,2,350378,PT9877.28.A36 V5813 2017,"Ramqvist, Karolina,",The white city /
304361,2,350369,PR6113.C577 D425 2017,"Brody, Frances,",A death in the dales /
304365,2,350365,PS3613.O56275 P65 2016,"Moore, Jonathan,",The poison artist /
304370,2,350360,PT7511.R285 S5613 2017,"Ragnar Jónasson,",Snowblind /
304371,2,350359,PS3558.U695 N69 2017,"Hurwitz, Gregg Andrew,",The nowhere man  /
304376,2,350386,PZ7.B26663 Gi 2016,"Barnhill, Kelly Regan,",The girl who drank the moon /
304435,2,350313,,,Trang sen :
304468,2,350408,ML112 .C72 2017,,Consuming music :
304498,2,350418,KF300 .M94 2011,"Myers, Vernā̄,",Moving diversity forward :
304539,2,350436,PN1997 .M459 2000,,"Me, myself & Irene"
304549,2,350446,PN1997 .S962 2009,,"Synecdoche, New York"
304605,2,350480,PS3561.L478 P54 2017,"Kline, Christina Baker,",A piece of the world :
304609,2,350476,PR6052.O848 I495 2017,"Bowen, Rhys,",In Farleigh Field :
304613,2,350472,BS2330.3 .B76 2016,"Brown, Raymond E.",An introduction to the New Testament /
304624,2,350461,PL2718.I2 W413 1996,"Li, Boyuan,",Modern times :
304729,2,350580,M22.H12 C56 1992,"Hancock, Herbie,",Classic jazz compositions and piano solos /
304777,2,350625,MT40 .M6 1992,"Miller, Ron,",Modal jazz composition & harmony /
304819,2,350650,PS3623.E4324467 A6 2016,"Weinstein, Alexander",Children of the new world :
304873,2,350683,MT85 .W5938 2008,,Rehearsing the band /
304960,2,351039,Q143.H9 W84 2016,"Wulf, Andrea.",The invention of nature :
305054,2,351300,KF4550 .A728 2016,"Amar, Akhil Reed",The constitution today :
305063,2,351291,ML1703 .O63 1984,,Opera & Vivaldi /
305098,2,351371,PN1997 .T936 2003,,28 days later
305134,2,351510,PN6071.F15 G74 2001,,The Great fairy tale tradition :
305348,2,351589,DA170 .V65 2016,,"Voices of Medieval England, Scotland, Ireland, and Wales :"
305485,2,351746,PN1997 .Z858 2003,,Zulu
305496,2,351735,PN1997 .M3796 2013,,Mary Poppins
305499,2,351732,E185.615 .B53 2016,,The Black Panthers
305512,2,351719,PN1995.9.F6748 K347 2014,,The hidden fortress
305527,2,351704,PN1995.9.F677 .L55 1992,,Like water for chocolate
305531,2,351700,PN1995.9.F677 .X99 2008,,XXY
305550,2,351681,PN1995.9.F673 G7348 2010,,The secret of the grain
305551,2,351680,PN1995.9.F673 F385 2017,,Fatima /
305568,2,351663,PN1995.9.F673 R877 2013,,Rust and bone
305625,2,351776,ML197 .A62 2013,,Anthology for Music in the twentieth and twenty-first centuries /
305661,2,351827,BF575.G7 S256 2017,"Sandberg, Sheryl.",Option B :
305707,2,351781,HD49 .H366 2014,"Hardt, Heidi,",Time to react :
305899,2,351923,PE1097 .G73 2014,"O'Brien, David",Grammar revolution
305904,2,351918,PN1997 .S659 2016,,Snow White & the huntsman /
305995,2,351937,PN1994 .I537 2012,,Introduction to film studies /
306003,2,145636,LD 131 .A62 B6 c.12,"Bollinger, Donna S.","Pines, prayers, and perseverance :"
306018,2,351949,DT658.25 .R64 2016,"Roessler, Philip G.,",Why Comrades Go To War :
306022,2,351963,PR6058.O715 M34 2017,"Horowitz, Anthony,",Magpie murders /
306063,2,352022,PS3553.H4838 A6 2017,"Child, Lee",No middle name :
306133,2,352031,PS3572.I875 M97 2016,"Vivian, Robert,",Mystery my country /
306188,2,352067,PS3553.O51165 L38 2017,"Connelly, Michael,",The late show /
306201,2,352071,GV667 .S655 2012,,Sport past and present in South Africa :
306285,2,352088,Pers Copy X 699 C.4,,"Leon-Portilla: The Broken Spears: The Aztec Account of the Conquest of Mexico, pp 50-51, 64-69, 71-77."
306393,2,352095,Pers Copy X 735,,Montaigne: Essays. pp.290 - 305
306434,2,352121,GV945.9.S6 G78 1995,"Grundlingh, A. M.,",Beyond the tryline :
306435,2,352120,GV667 .R33 2010,,The race to transform :
306441,2,352114,HV6558 .P45 2016,"Phillips, Nickie D.,",Beyond blurred lines :
306444,2,352111,CT275.K5764 A33 1989,"Kingston, Maxine Hong",The woman warrior :
306447,2,352108,GV945.9.S6 V34 2011,"Van der Berg, Wim.",150 years of South African rugby /
306509,2,352148,PN1997 .P744 2005,,Primer
306518,2,352168,PR9199.4.P464 G58 2017,"Penny, Louise.",Glass houses :
306536,2,352170,Pers Copy B 516,,"Precalculus / Stewart, Redlin, & Watson."
306718,2,352250,PR9199.4.W548 A6 2017,"Willis, Deborah",The dark and other love stories /
306722,2,352254,Pers Copy B 250,,A Practical Guide to Middle & Secondary Social Studies. /CHAPIN 4th Ed.
306767,2,349670,QR46 .F56 2016,"Finlay, B. Brett,",Let them eat dirt :
306809,2,352283,E887.C542 W427 2017,"Clinton, Hillary Rodham",What happened /
306814,2,352278,PR9619.4.L446 A6 2014,"Leav, Lang,",Lullabies /
306816,2,352276,PR9619.4.L446 L68 2013,"Leav, Lang,",Love & misadventure /
306819,2,352273,PS 3561 .I483 W37 2016,"King, Stephen,",The waste lands /
306838,2,352287,RC816 .M67 2017,"Mosley, Michael,",The clever gut diet :
306839,2,352289,PR6053.L45 S43 2017,"Cleeves, Ann.",The seagull /
306884,2,352303,PS3607.A78 N49 2017,"Gatwood, Olivia,",New American best friend /
306890,2,352300,PR6119.T446 P47 2017,"Steiner, Susie,",Persons unknown :
306939,2,85395,BR563.N4 A359 1999,,African American religious history :
306940,2,352331,PT9877.22 A44 M3613 2017,"Lagercrantz, David",The girl who takes an eye for an eye /
307093,2,360437,HT321 .S36 2016,"Schragger, Richard C.,",City power :
307134,2,72019,Per G 1 .N27,,National geographic.
307171,2,360491,E185.61 .I366 2017,,I am not your Negro
307285,2,360559,PN1997 .I762 2004,,"I, robot"
307318,2,360597,PS3553.H4838 M53 2017,"Child, Lee",The midnight line :
307421,2,360640,PN1997 .B755 2003,,Brown sugar
307501,2,360680,PZ7.A6455 Tru 2013,"Appelt, Kathi,",The true blue scouts of Sugar Man Swamp /
307505,2,360676,PZ7.7.H385 Mig 2017,"Hatke, Ben",Mighty Jack and the Goblin King /
307508,2,360673,PR6058.A5526 H42 2017,"Hamilton, Hugo,",Headbanger ;
307515,2,360695,PS3605.L43783 M87 2017,"Ellicott, Jessica,",Murder in an English village :
307669,2,360805,PR5397.F73 C36 2016,,The Cambridge companion to Frankenstein /
307670,2,360806,HQ1155 .C76 2017,"Crossley, Alison Dahl,",Finding feminism :
307697,2,360848,HB615 .S3137 2016,"Sax, David,",The revenge of analog :
307707,2,360838,PN1997 .Y684 2016,,The young Messiah
307894,2,30005,Per TX 335 .A1 C6,,Consumer reports.
307948,2,360987,N6447 .M6 1982,,Modern art and modernism :
307976,2,360962,PN1999.W27 W55 2017,"Wills, John,",Disney culture /
308118,2,343234,PZ73 .T684 2015,,Bianca Nieves y los 7 toritos /
308120,2,343248,PZ73 .V4736 2013,,Amigos detectives /
308232,2,361174,BF1589 .C28 2015,,The Cambridge history of magic and witchcraft in the West :
308300,2,361276,D810.C88 F34 2017,"Fagone, Jason.",The woman who smashed codes :
308303,2,361273,E184.A1 O454 2018,"Oluo, Ijeoma,",So you want to talk about race /
308321,2,361254,BL820.A6 M39 2016,"Mayor, Adrienne,",The Amazons :
308395,2,361488,Z105.5.V65 V69 2016,,The Voynich manuscript /
308406,2,361478,ML420.B818 M33 2016,"McBride, James,",Kill 'em and leave :
308407,2,361477,P118 .B475 2016,"Berwick, Robert C.",Why only us :
308465,2,361620,PN1997 .N466 2016,,The neon demon
308470,2,361625,PN1997 .B538 2017,,The big sick
308471,2,361626,PN1997 .D477 2017,,Detroit /
308475,2,361630,PN1997 .L675 2008,,Lost highway
308477,2,361632,PN1995.9.F676 S657 2017,,Stalker
308494,2,361669,DS79.76 .W464 2016,"Weston, J. Kael.",The Mirror Test :
308579,2,361744,PR6003.L3 E56 2014,"Blackwood, Algernon, ",The empty house :
308602,2,361784,DK290.3.I17 P57 2015,"Pipes, Richard",Alexander Yakovlev :
308606,2,361780,E302.6.F8 M93 2015,"Mulford, Carla,",Benjamin Franklin and the ends of empire /
308607,2,361779,QK475 .W6413 2016,"Wohlleben, Peter,",The hidden life of trees :
308609,2,361777,DS778.7 .T35513 2017,"Tan, Hecheng,",The killing wind :
308738,2,361989,E185.97.K43 W53 2018,"Khan-Cullors, Patrisse.",When they call you a terrorist :
308747,2,361981,HA29 .S2365 2017,"Salkind, Neil J.",Statistics for people who (think they) hate statistics /
308755,2,361973,DS740.4 .S6 2009,"Soothill, William Edward,",China and the West :
308851,2,362054,PR9619.4.H3645 F67 2018,"Harper, Jane",Force of nature :
308911,2,36908,ML410.H4 H314 1998,"Harrison, Bernard,","Haydn, the ""Paris"" symphonies /"
308912,2,362115,PS3606.I5543 W66 2018,"Finn, A. J.,",The woman in the window :
308916,2,362111,BL624 .W578 2017,"Winfrey, Oprah",The wisdom of Sundays :
308932,2,362095,PT2671.E43 A7713 2018,"Kempowski, Walter",All for nothing /
308962,2,362118,PZ7.1.D8645 Im 2017,"Dunn, Jancee,",I'm afraid your teddy is in trouble today /
309017,2,30005,Per TX 335 .A1 C6,,Consumer reports.
309032,2,362161,,"Mamet, David",Chicago :
309034,2,362160,PR6103.O668 I2 2018,"Cooke, C. J.,",I know my name :
309137,2,188772,PN1997 .I747 2002,,Iris
309382,2,180786,PN1997 .L3873 2002,,Lawrence of Arabia
309387,2,362411,DA910 .S86 2012,,The story of Ireland
309388,2,362410,PN1997 .T573 2018,,"Three billboards outside Ebbing, Missouri /"
309394,2,362405,PN1997 .G664 2017,,Good time
309449,2,362472,HM851 .N54 2017,"Nichols, Thomas M.,",The death of expertise :
309453,2,362457,HT1575 .C66 2016,,The construction of whiteness :
309490,2,362491,PZ7.P63123 Kat 1993,"Pilkey, Dav,",Kat Kong :
309554,2,362525,ML3921.6.J83 W56 2015,"Wlodarski, Amy.",Musical witness and Holocaust representation /
309759,2,362676,PS3562.E534 T46 2018b,"Leon, Donna",The temptation of forgiveness;
309760,2,362677,HV8144.F43 C66 2018,"Comey, James B.,",A higher loyalty :
309767,2,362667,BF575.S75 D267 2017,"Dasgupta, Amitava,",The science of stress management :
309785,2,362660,BF637.T5 M55 2017,"Miller, Rachel Wilkerson,",Dot journaling your life--a practical guide :
309885,2,362770,KF3035.P562 C78 2017,"Phillips, Pam,",Copyright handbook for music educators and directors :
309901,2,362758,LA227.4 .G737 2012,"Gray, Hanna Holborn",Searching for Utopia :
310080,2,362889,PS3561.I483 O98 2018,"King, Stephen,",The outsider /
310125,2,362794,PN44.5 .M86 2018,"Murfin, Ross C.",Bedford glossary of critical and literary terms.
310272,2,363010,HD8066 .M34 2003,,Major problems in the history of American workers :
310305,2,363051,PS3569.E314 A6 2018,"Sedaris, David",Calypso /
310319,2,363029,MT820 .S745 2018,"Spivey, Norman,",Cross-training in the voice studio :
310523,2,363138,PN1997 .B523 2018,,Black Panther
310538,2,363144,PN1997 .L686 2017,,Loving
310539,2,363143,PN1997 .F734 2016,,Free state of Jones
310541,2,363141,PN1997 .P676 2018,,The Post
310562,2,363174,ML3790 .C88 2010,"Cutler, David,",The savvy musician :
310678,2,363245,PR788.O33 F73 2018,"Franklin, J. Jeffrey",Spirit matters :
310684,2,363252,PR4879.L16 B56 2009,"Marryat, Florence,",The blood of the vampire /
310747,2,363285,PS3553.O51165 T96 2017,"Connelly, Michael,",Two kinds of truth /
310749,2,363287,PS3620.A6835 W53 2018,"Tan, Lucy,",What we were promised /
310797,2,363362,PR6068.O1964 C37 2018,"Robinson, Peter,",Careless love /
310815,2,363344,QP306 .B776 2018,"Brunssen, Karen,",The evolving singing voice :
310909,2,363371,PS3618.A3475 D38 2017,"Rader-Day, Lori,",The day I died :
310954,2,363454,Pers Copy B 379,,La Calaca Alegre. / TOTH
310983,2,343238,Juvenile PZ 73 .M4734 2015,,Todo lo que brilla /
311004,2,363463,PG7178.T28 Z46813 2011,"Stasiuk, Andrzej,",On the road to Babadag :
311005,2,363462,PT2637.A433 A713 2000,"Said, Kurban,",Ali and Nino :
311016,2,363508,PS3569.C5548 S53 2018,"Schumacher, Julie,",The Shakespeare requirement :
311020,2,363504,PZ7.A8155 Th1 2016,"Asher, Jay,",Th1rteen r3asons why :
311096,2,124740,GR550 .Z56 1994,"Zipes, Jack David",Fairy tale as myth/myth as fairy tale /
311103,2,363555,RC568.O45 M33 2018,"Macy, Beth,",Dopesick :
311127,2,363568,PS3619.T4764 M53 2018,"Steinhauer, Olen.",The middleman /
311152,2,363525,PZ73.C364 Esc 2017,,Escape de Cuba /
311307,2,363659,PT7511.R285 M9713 2018,"Ragnar Jónasson,",Blackout /
311373,2,363825,,,Flash drive 1
311398,2,363832,Pers Copy X 2002,,Chapter 8 Work
311400,2,363833,Pers Copy X 2003,,Chapter 4 Calling Over the Life Course (Fobes)
311409,2,363835,Pers Copy B 975,,Guide to Asking Essential Questions. / ELDER & PAUL
311460,2,363868,PS3623.H5776 G58 2018,"White, Karen",The glass ocean :
311524,2,363900,ML102.M68 S36 2017,,Score :
311537,2,363887,PN1997 .I531 2008,,The Incredible Hulk
311610,2,363933,E176.1 .G65 2018,"Goodwin, Doris Kearns",Leadership in turbulent times /
311746,2,364011,PZ7.C3198 St 2018,"Cervantes, Jennifer,",The storm runner /
311748,2,364009,PR6106.R457 W58 2018,"French, Tana.",The Witch Elm :
311768,2,363986,CC175 .E825 2003,,Ethical issues in archaeology /
311876,2,364060,ND588.H476 E39 2018,"Eisman, April A.,",Bernhard Heisig and the fight for modern art in East Germany /
311941,2,364130,NK2115 G336 2018,"Gaines, Joanna,",Homebody :
311946,2,364125,PS3553.H4838 P37 2018,"Child, Lee",Past tense /
311948,2,364123,PS3553.O51165 D36 2018,"Connelly, Michael,",Dark sacred night :
311949,2,364122,PS3557.R5355 R424 2018,"Grisham, John",The reckoning :
312251,2,364340,PS3612.I346 K87 2016,"Lightbourne, Alesa,",The Kurdish bike :
312339,2,364431,PS3615.R32 T48 2018,"Orange, Tommy,",There there /
312343,2,364427,RM324.8 .P65 2018,"Pollan, Michael",How to change your mind :
312521,2,364497,Pers Copy B 950,,Piratas del Caribe & e; Trianulo de las Bermudas / GAAB & TIDAY
312525,2,364500,Pers Copy B 951,,La Lucha del la vida / DEGENHARDT
312590,2,364548,Pers Copy X 151 C.2,,WEINBERG/ Appendix: The End of Ranke's History
312654,2,364569,PN1997 .M423 2011,,Medea
312679,2,364609,PT7511.R285 R6413 2019,"Ragnar Jónasson,",Rupture :
312680,2,364608,PS3604.R39 M92 2018,"Dray, Stephanie,",My dear Hamilton :
312681,2,364607,E907 .L35 2018,"Laskas, Jeanne Marie,",To Obama :
312702,2,364586,CC81 .M85 2017,,Multispecies archaeology /
312742,2,364619,Z688.R3 B47 2014,"Berger, Sidney E.",Rare books and special collections /
312743,2,364620,PN212 .B28 1991,"Bal, Mieke,",On storytelling :
312757,2,364650,PS3556.O766 L35 2018,"Foster, Linda Nemec,",The Lake Michigan mermaid :
312780,2,364673,PN1997 .C457 2018,,Christopher Robin
312815,2,364671,PN1997 .I843 2018,,Isle of dogs
312884,2,364801,PN1997 .G5749 2019,,The girl in the spider's web /
312892,2,364855,PN145 .D74 2019,"Dreyer, Benjamin,",Dreyer's English :
312903,2,364844,ML420.S77 C68 2018,"Cologne-Brookes, Gavin,",American lonesome :
312965,2,72019,Per G 1 .N27,,National geographic.
313051,2,365013,PS3605.I85 K555 2019,"Eisler, Barry.",The killer collective /
313080,2,365035,PR6113.I2645 S55 2019,"Michaelides, Alex,",The silent patient /
313082,2,365034,PS3562.E534 U58 2019,"Leon, Donna",Unto us a son is given /
313083,2,365033,PS3569.E3334 I85 2019,"See, Lisa.",The Island of sea women /
313095,2,173600,BS1430.52 .W55 2002,"Wilson, Gerald Henry.",Psalms :
313175,2,365091,Pers Copy B 49,,Institutions & the Politics of Survival in Jordan / LUCAS
313592,2,365488,Pers Copy VCX 78,,Arrancame La Vida
313757,2,365580,ML3799.3 .P44 2016,"Pedelty, Mark,",A song to save the Salish Sea :
313944,2,365751,ML3916 .B76 2007,"Brown, Courtney,",Politics in music :
313992,2,365785,PN1997 .C658 2001,,Conspiracy
314057,2,365847,Pers Copy X 98,,"NATRASS/ ""Aids and the Scientific Governance..."""
314062,2,365850,Pers Copy X 100,,ARNOLD/ Cholera and Colonialism in British India.
314063,2,365850,Pers Copy X 100,,ARNOLD/ Cholera and Colonialism in British India.
314064,2,365851,Pers Copy X 101,,BROOKS/ Revising the Conquest of Mexico:...
314070,2,365855,Pers Copy X 94,,HATCHER/ England in the Aftermath of the Black Death...
314413,2,366158,HQ1061 .P48 2019,"Pipher, Mary Bray",Women rowing North :
314669,2,85982,Per AP 2 .A8,,The Atlantic monthly.
314963,2,366574,PN1997 .M843 2019,,The mule
314964,2,366573,PN1997 R23 2018,,RBG
315004,2,366623,ML3534 .L456 2007,"Leonard, Marion.",Gender in the music industry :
315059,2,366658,PS3618.A629 C87 2018,"Randall, Shari.","Curses, boiled again! /"
315149,2,366738,F1030.8 .M38 2019,"McShea, Bronwen,",Apostles of empire :
315166,2,366754,PR6103.A847 L48 2017,"Casey, Jane",Let the dead speak /
315172,2,366760,QH21.G7 D75 2010,"Driscoll, Marsha,","Charles Darwin, the Copley medal, and the rise of naturalism, 1861-1864 /"
315180,2,366770,PS3558.I384355 S859 2019,"Hilderbrand, Elin,",Summer of '69 /
315330,2,366783,Pers Copy B 2000,,Our Social World
315469,2,30005,Per TX 335 .A1 C6,,Consumer reports.
315513,2,366797,PR9199.4.P464 B48 2019,"Penny, Louise.",A better man /
315594,2,366867,PN1997 .D647 2019,,A dog's journey
315597,2,366870,PN1995.9.F673 B64 2004,,Bon voyage
315599,2,366864,PN1997 .C27 2019,,Captain Marvel
315604,2,366861,PN1997 .S67 2018,,Sorry to bother you /
315828,2,366954,PS3553.R5378 2019,"Crombie, Deborah.",A bitter feast :
315850,2,366962,PR6053.L45 L66 2019,"Cleeves, Ann.",The long call /
315889,2,366969,PS3553.H4838 B58 2019,"Child, Lee",Blue moon :
315891,2,366971,HV875.56.T2 C47 2019,"Christie, Judy Pace,",Before and after :
315957,2,366985,PS3553.O51165 2019,"Connelly, Michael,",The night fire:
316150,2,367056,PN1997 .S68 2019,,The souvenir
316151,2,367055,PN1997.2 .F388 2019,,The farewell
316174,2,124370,Per HG 1 .B3,,Barron's national business and financial weekly.
316188,2,367070,Pers Copy X 2018,,"""Convoys and Wolf Packs"""
316193,2,367072,Pers Copy X 2020,,"""Finest Hour"""
316277,2,367108,Pers Copy X 2026,,"The Wisdom Way of Knowing, Chapter III"
13,1,8,DA566.9.C5 A4 1984,"Churchill, Winston,",Churchill & Roosevelt :
62,1,33,D 734 .B419 1945,"Mee, Charles L.",Meeting at Potsdam /
120,1,90,JC252 .N7,"Nock, Albert Jay,","Our enemy, the state."
131,1,99,TK9956 .A23 1988,,The ARRL satellite anthology / 
213,1,177,PR428.F45 F46 1996,,Feminist readings of early modern culture :
248,1,211,P96.S74 I45 1996,,Images that injure :
348,1,297,ML410.M9 A187 1966,"Mozart, Wolfgang Amadeus,",The letters of Mozart and his family.
349,1,297,ML410.M9 A187 1966,"Mozart, Wolfgang Amadeus,",The letters of Mozart and his family.
485,1,386,PR85 .A45,"Albert, Edward,",A history of English literature;
567,1,426,TR654 .M38 1974,"Meatyard, Ralph Eugene,",Ralph Eugene Meatyard /
581,1,440,HX521 .L34,"Lang, Berel",Marxism and art;
667,1,515,BL25 .H5 1879,"Renouf, P. Le Page",The origin and growth of religion
758,1,601,ML100 .E85,"Ewen, David,",Encyclopedia of concert music.
770,1,613,E169.1 .H28,"Hayes, Dorsha",The American primer
804,1,644,PR1874 .S35,"Schoeck, Richard J.",Chaucer criticism:
862,1,665,PS3555.L62 D4,"Ellison, Harlan",Deathbird stories :
864,1,667,PN2080 .F56 1984,"Finchley, Joan",Audition! :
875,1,678,DT88 .G3,"Gardiner, Alan Henderson,","The Kadesh inscriptions of Ramesses II,"
946,1,749,BX4931.2 .E83 1975,"Estep, William Roscoe,",The Anabaptist story /
1029,1,829,HT861 .P46 1985,"Phillips, William D.",Slavery from Roman times to the early transatlantic trade /
1033,1,833,D643.A7 B5,"Birdsall, Paul.","Versailles twenty years after,"
1036,1,836,PN3385 .G37 1991,"Gardner, John,",The art of fiction :
1049,1,849,B4249.G84 P66 1973,"Popoff, Irmis B.",Gurdjieff :
1051,1,851,ML410.B5 A5633 1958,"Berlioz, Hector,","A critical study of Beethoven's nine symphonies,"
1092,1,891,GV1753.5 .H38,"Hayes, Elizabeth R.,",An introduction to the teaching of dance.
1356,1,1011,BR127 .W28 1973,"Watts, Alan,",Beyond theology;
1385,1,1040,DC83 .W6,"Wood, Charles T.","The French apanages and the Capetian monarchy, 1224-1328"
1396,1,1051,E207.L47 A5,"Alden, John Richard,","General Charles Lee,"
1408,1,1063,JF2112.A4 D53 1984,"Diamond, Edwin",The spot :
1434,1,1082,HD6073.T62 U65 1985,"Janiewski, Dolores E.,",Sisterhood denied :
1461,1,1109,PA4408.E5 D3,Sappho,Poems and fragments.
1476,1,1124,DS63.2.U5 U18 1995,,The U.S. media and the Middle East :
1480,1,1128,ML410.G46 A25,"Glinka, Mikhail Ivanovich,",Memoirs.
1516,1,1161,ML410.S3 E5,"Einstein, Alfred,",Schubert;
1545,1,1190,PR658.R34 R33 1997,,"Race, ethnicity, and power in the Renaissance /"
1588,1,1232,NC760 .T48 1964,"Thomson, Arthur,",A handbook of anatomy for art students.
1597,1,1241,QC773.3.U5 M26 1991,,The Manhattan project :
1624,1,1266,V MILL CRUC M 75,,The crucible CD-ROM
1636,1,1275,PR1508 .A5,"Alexander, Michael J.",The earliest English poems.
1669,1,1308,DG571 .F298 1996,,Fascist Italy and Nazi Germany :
1705,1,1343,QD467 .C43 1983,,"Chemistry, the Periodic table and periodicity"
1731,1,1369,BJ1012 .R29 1986,"Rachels, James,",The elements of moral philosophy /
1856,1,1483,D810.J4 W95 1984,"Wyman, David S.",The abandonment of the Jews :
1932,1,1556,PR2976 .A64 1988,,Alternative Shakespeares /
1962,1,1586,Q336 .T37 1990,"Tanimoto, S.",The elements of artificial intelligence using common LISP /
1984,1,1608,CB361 .S5,"Sichel, Edith Helen,","The renaissance,"
2008,1,1631,ML128.J3 M4,"Merriam, Alan P.,",A bibliography of jazz.
2070,1,1689,F572.S9 R6,"Robinson, Orrin W.,",Early days of the Lake Superior Copper Country /
2098,1,1714,ML410.H4 G713,"Griesinger, Georg August,",Joseph Haydn: eighteenth-century gentleman and genius.
2156,1,1748,ML410.B4 A43,"Beethoven, Ludwig van,",Letters.
2158,1,1748,ML410.B4 A43,"Beethoven, Ludwig van,",Letters.
2189,1,1777,E468.9 .T75 1990,,Toward a social history of the American Civil War :
2190,1,1778,NA6821 .P583,"Pichel, Irving.","Modern theatres,"
2210,1,1798,GN454 .B56 1985,"Blanchard, Kendall,",The anthropology of sport :
2245,1,1831,NK1174 .A57 1984,"Anscombe, Isabelle",A woman's touch :
2323,1,1907,PR6063.U7 B3 1984,"Murdoch, Iris",The bell /
2334,1,1918,JC571 .N68,"Nozick, Robert","Anarchy, state, and utopia /"
2342,1,1926,ML3000 .R5,"Rice, William C.",A concise history of church music.
2388,1,1968,D764 .K4,"Kerr, Walter Boardman,",The Russian army;
2436,1,2014,BQ4132 .R3313 1974,Walpola Rāhula,What the Buddha taught /
2437,1,2015,BL48 .S591 1996,"Smart, Ninian,",Dimensions of the sacred :
2459,1,2036,AZ101 .F6913 1973,"Foucault, Michel,",The order of things;
2499,1,2075,TR395 .B74 1984,"Brettell, Richard R.",Paper and light :
2520,1,2096,LD 131 .A6k M66c,"Monshipouri, Mahmood,",Christians in Socialism-and after : the church in East Germany.
2578,1,2149,NX456.5.P66 G3 1995,"Gablik, Suzi",Conversations before the end of time /
2614,1,2182,TT848 .S885 1989,"Sutton, Ann",Ideas in weaving /
2626,1,2193,BR238 .B37,"Barnard, Leslie W.",The Graeco-Roman and oriental background of the iconoclastic controversy /
2636,1,2203,TT180 .J33 1996,"Jackson, Albert,",Good wood handbook /
2643,1,2210,PA6825 .S44,"Schlunk, Robin R.",The Homeric scholia and the Aeneid :
2650,1,2217,ML1700.1 .N67 1990,"Noske, Frits,",The signifier and the signified :
2696,1,2262,PS3573.I45677 P54 1990b,"Wilson, August",The piano lesson /
2711,1,2276,BF575.A85 S63,"Smith, Manuel J.,","When I say no, I feel guilty :"
2724,1,2288,ND1500 .E25 1985,,Early Chinese texts on painting /
2727,1,2291,ML410.W13 A22 1984,"Aberbach, Alan David",The ideas of Richard Wagner :
